{id=44-5435, gpa=2.36, dob=Tue May 09 00:00:00 EEST 1995, first_name=QgbxHk, last_name=LiOXBr}
{id=44-5528, gpa=1.02, dob=Sun Nov 04 00:00:00 EET 1990, first_name=tyWdOR, last_name=SyKLQP}
{id=44-6272, gpa=0.74, dob=Wed Apr 19 00:00:00 EET 2000, first_name=NNMvwG, last_name=ITZmKr}
{id=44-6965, gpa=4.05, dob=Fri Apr 07 00:00:00 EET 2000, first_name=dKMlae, last_name=NNpqdT}
{id=44-7502, gpa=0.75, dob=Tue Jun 01 00:00:00 EEST 1999, first_name=mDrGOG, last_name=MSpiej}
{id=44-8496, gpa=4.14, dob=Sat Oct 21 00:00:00 EET 2000, first_name=VpUfLJ, last_name=RfSbpi}
{id=44-9319, gpa=4.46, dob=Sat Jun 14 00:00:00 EEST 1997, first_name=uQfPVw, last_name=VEVHPs}
{id=45-2124, gpa=4.59, dob=Mon Jul 01 00:00:00 EEST 1991, first_name=IMRqSw, last_name=mHxkYe}
{id=45-3560, gpa=1.29, dob=Thu Jun 21 00:00:00 EEST 1990, first_name=FrGgBq, last_name=kSdyuU}
{id=45-6860, gpa=1.54, dob=Tue Nov 01 00:00:00 EET 1994, first_name=YKmjFL, last_name=gtIyQy}
{id=45-6882, gpa=1.36, dob=Tue Jun 25 00:00:00 EEST 1996, first_name=HAYbSl, last_name=DjYNco}
{id=45-7092, gpa=2.42, dob=Mon Feb 22 00:00:00 EET 1993, first_name=blSFaz, last_name=zEtzvD}
{id=45-7538, gpa=4.69, dob=Wed Sep 23 00:00:00 EEST 1998, first_name=XcjtNq, last_name=SCREeW}
{id=45-8171, gpa=4.34, dob=Sun Jan 04 00:00:00 EET 1998, first_name=QuqERA, last_name=jMXXwT}
{id=45-9915, gpa=2.22, dob=Mon Oct 27 00:00:00 EET 1997, first_name=CuNZgz, last_name=XIMTyz}
{id=46-2350, gpa=4.4, dob=Mon Aug 31 00:00:00 EEST 1992, first_name=pziOtI, last_name=ChFCjn}
{id=46-2834, gpa=3.66, dob=Mon Jan 03 00:00:00 EET 2000, first_name=ldliqR, last_name=NjFskt}
{id=46-3766, gpa=3.8, dob=Mon Nov 12 00:00:00 EET 1990, first_name=OTphyT, last_name=fBvLAz}
{id=46-4907, gpa=4.52, dob=Tue Feb 15 00:00:00 EET 1994, first_name=nuvWHs, last_name=CsfZRT}
{id=46-5902, gpa=3.59, dob=Thu May 13 00:00:00 EEST 1999, first_name=dkZmPe, last_name=xeVHUW}
{id=46-7036, gpa=3.5, dob=Fri Feb 26 00:00:00 EET 1993, first_name=RaaRTO, last_name=YWcNlh}
{id=46-7593, gpa=3.0, dob=Sun Oct 29 00:00:00 EET 1995, first_name=fJxnts, last_name=TTQQqy}
{id=46-8688, gpa=2.29, dob=Fri May 31 00:00:00 EEST 1996, first_name=BoHvgL, last_name=AzDuBB}
{id=46-8767, gpa=4.93, dob=Sat May 25 00:00:00 EEST 1996, first_name=TfJqtv, last_name=ZHwwIg}
{id=46-8847, gpa=1.54, dob=Sun Apr 30 00:00:00 EEST 2000, first_name=NNspFh, last_name=HRbcDw}
{id=46-9705, gpa=4.77, dob=Tue Apr 30 00:00:00 EET 1991, first_name=bpUpGB, last_name=dSoSMV}
{id=46-9818, gpa=1.27, dob=Thu Jan 25 00:00:00 EET 1996, first_name=uEqUCl, last_name=oLpbCM}
{id=47-0549, gpa=4.31, dob=Sat Oct 06 00:00:00 EET 1990, first_name=rbnqXZ, last_name=ztZROW}
{id=47-1336, gpa=2.65, dob=Mon Apr 15 00:00:00 EET 1996, first_name=uhhfuJ, last_name=lNTlYe}
{id=47-1699, gpa=4.84, dob=Sun Oct 20 00:00:00 EET 1996, first_name=bclKSZ, last_name=thueWy}
{id=47-2285, gpa=3.42, dob=Sat Feb 12 00:00:00 EET 2000, first_name=Fiepto, last_name=ffcOqV}
{id=47-5571, gpa=3.5, dob=Fri May 23 00:00:00 EEST 1997, first_name=NlVfiP, last_name=rSuBOV}
{id=47-6231, gpa=4.84, dob=Mon Sep 12 00:00:00 EEST 1994, first_name=eCsHSu, last_name=EpRZhO}
{id=47-7028, gpa=4.03, dob=Fri Sep 01 00:00:00 EEST 1995, first_name=KhPNfr, last_name=uJujhl}
{id=47-7573, gpa=4.05, dob=Sun Mar 09 00:00:00 EET 1997, first_name=kqQULY, last_name=PzywFb}
{id=47-9392, gpa=4.66, dob=Sat Dec 05 00:00:00 EET 1998, first_name=LwhuVI, last_name=lHAczd}
{id=48-0835, gpa=3.2, dob=Fri Apr 22 00:00:00 EET 1994, first_name=GGHHLJ, last_name=OgEoro}
{id=48-1552, gpa=4.71, dob=Sat Apr 24 00:00:00 EET 1993, first_name=OgwfLX, last_name=eOaRAN}
{id=48-1638, gpa=3.73, dob=Tue Dec 14 00:00:00 EET 1993, first_name=EXERrN, last_name=CsLpcI}
{id=48-2600, gpa=4.66, dob=Thu Apr 22 00:00:00 EET 1999, first_name=HKJHhn, last_name=ZgStWl}
{id=48-3826, gpa=1.76, dob=Tue Jul 04 00:00:00 EEST 2000, first_name=OqPghi, last_name=ruBOHp}
{id=48-5921, gpa=2.2, dob=Tue Apr 07 00:00:00 EET 1998, first_name=OBlTju, last_name=FWVyqT}
{id=48-6465, gpa=1.38, dob=Sat May 29 00:00:00 EEST 1993, first_name=tdvima, last_name=ibqWqq}
{id=48-6740, gpa=3.28, dob=Sun Feb 26 00:00:00 EET 1995, first_name=Zwlqid, last_name=lAUaJv}
{id=48-7301, gpa=1.79, dob=Tue May 25 00:00:00 EEST 1999, first_name=MPAUba, last_name=ltLUtl}
{id=48-7483, gpa=4.34, dob=Mon Aug 10 00:00:00 EEST 1998, first_name=RAymrZ, last_name=kmXmKB}
{id=48-7504, gpa=3.9, dob=Mon May 31 00:00:00 EEST 1999, first_name=iSFKCQ, last_name=vlaMaH}
{id=48-8669, gpa=1.77, dob=Sun Dec 08 00:00:00 EET 1991, first_name=QeUGbL, last_name=lwCZxX}
{id=48-9185, gpa=1.1, dob=Sat Nov 26 00:00:00 EET 1994, first_name=hPNZIw, last_name=AHSidd}
{id=49-0123, gpa=1.15, dob=Sun Jun 11 00:00:00 EEST 2000, first_name=gJMgZH, last_name=sFtPXS}
{id=49-1589, gpa=3.2, dob=Thu Jan 04 00:00:00 EET 1996, first_name=dEXtbx, last_name=CwTczq}
{id=49-2126, gpa=1.39, dob=Thu May 23 00:00:00 EEST 1991, first_name=VdCvfw, last_name=ydIpVE}
{id=49-3771, gpa=3.14, dob=Mon May 01 00:00:00 EEST 2000, first_name=AameyS, last_name=lypnbD}
{id=49-4248, gpa=4.92, dob=Wed Sep 20 00:00:00 EEST 1995, first_name=EHZGSf, last_name=zzeYdT}
{id=49-4812, gpa=4.74, dob=Sun Nov 03 00:00:00 EET 1991, first_name=yIjIPe, last_name=WZxJfH}
{id=49-4944, gpa=1.63, dob=Sun Jan 03 00:00:00 EET 1993, first_name=fnPCYd, last_name=bIcCjB}
{id=49-5137, gpa=3.79, dob=Sat Jan 03 00:00:00 EET 1998, first_name=hCmJIw, last_name=bMfChN}
{id=49-5490, gpa=3.42, dob=Mon Aug 07 00:00:00 EEST 1995, first_name=nGXDZb, last_name=LqVYEL}
{id=49-5877, gpa=2.45, dob=Sat Sep 16 00:00:00 EEST 1995, first_name=AzKlcO, last_name=lkRzkv}
{id=49-7369, gpa=1.12, dob=Thu Mar 06 00:00:00 EET 1997, first_name=ZsxtJe, last_name=KdHaoX}
{id=49-7534, gpa=4.45, dob=Sun Aug 11 00:00:00 EEST 1996, first_name=VYZgpV, last_name=OtoYms}
{id=49-8463, gpa=3.9, dob=Sat Dec 23 00:00:00 EET 2000, first_name=xAnoby, last_name=UcMxeQ}
{id=49-8888, gpa=2.98, dob=Sun Oct 18 00:00:00 EET 1998, first_name=RFNHii, last_name=JjRooq}
{id=49-9626, gpa=4.98, dob=Tue Feb 16 00:00:00 EET 1999, first_name=aTRRzU, last_name=YUyQdZ}
{id=50-1142, gpa=4.66, dob=Sat Nov 13 00:00:00 EET 1993, first_name=ywosVl, last_name=Dvhhgh}
{id=50-1268, gpa=1.66, dob=Wed May 27 00:00:00 EEST 1998, first_name=XOpafj, last_name=EfQeUu}
{id=50-1865, gpa=2.16, dob=Fri Feb 28 00:00:00 EET 1992, first_name=OStrLR, last_name=VoHGzM}
{id=50-2494, gpa=2.78, dob=Mon Dec 24 00:00:00 EET 1990, first_name=vuxSRx, last_name=WKTtCe}
{id=50-2641, gpa=3.87, dob=Mon Mar 06 00:00:00 EET 1995, first_name=FpHiEs, last_name=vwWkmt}
{id=50-3612, gpa=1.05, dob=Tue Jul 06 00:00:00 EEST 1993, first_name=hYgBcU, last_name=MwBWga}
{id=50-5026, gpa=0.73, dob=Fri Mar 26 00:00:00 EET 1999, first_name=uNFWRC, last_name=kdzfdC}
{id=50-5340, gpa=0.98, dob=Tue Jun 09 00:00:00 EEST 1992, first_name=KldkHH, last_name=wFaAPv}
{id=50-5434, gpa=1.05, dob=Sun Mar 08 00:00:00 EET 1998, first_name=uXVUkO, last_name=FIXJxH}
{id=50-5856, gpa=2.71, dob=Sun Oct 21 00:00:00 EET 1990, first_name=mpoorQ, last_name=ppltxr}
{id=50-6382, gpa=3.45, dob=Mon May 26 00:00:00 EEST 1997, first_name=MEabMC, last_name=vmELIt}
{id=50-6411, gpa=1.91, dob=Thu Sep 14 00:00:00 EEST 2000, first_name=zVFpdR, last_name=PYODii}
{id=50-7077, gpa=1.04, dob=Mon Oct 15 00:00:00 EET 1990, first_name=IXmgbW, last_name=THdJCY}
{id=50-7289, gpa=3.33, dob=Sat Mar 15 00:00:00 EET 1997, first_name=zftHMG, last_name=wbbwkh}
{id=50-7388, gpa=4.54, dob=Thu Jul 28 00:00:00 EEST 1994, first_name=BlhkBD, last_name=DSNCPU}
{id=50-7667, gpa=1.05, dob=Fri Mar 29 00:00:00 EET 1991, first_name=qElAPH, last_name=lslknb}
{id=50-7952, gpa=3.12, dob=Fri Feb 20 00:00:00 EET 1998, first_name=ZiDDlx, last_name=SLOOaW}
{id=50-8601, gpa=3.06, dob=Wed Jun 23 00:00:00 EEST 1999, first_name=xsgVbU, last_name=QEpRvq}
{id=50-8929, gpa=3.89, dob=Wed Sep 29 00:00:00 EEST 1993, first_name=DWTqdd, last_name=QaMFHY}
{id=51-0008, gpa=4.78, dob=Sun Jun 04 00:00:00 EEST 1995, first_name=gtLaap, last_name=tqypHp}
{id=51-1890, gpa=3.37, dob=Tue Dec 31 00:00:00 EET 1991, first_name=jLOgrC, last_name=lqiDQU}
{id=51-1954, gpa=1.46, dob=Mon Feb 08 00:00:00 EET 1999, first_name=odiDed, last_name=HXsjNi}
{id=51-2093, gpa=2.23, dob=Sat Aug 03 00:00:00 EEST 1996, first_name=NklPsk, last_name=BjkCEy}
{id=51-2352, gpa=3.35, dob=Sat Feb 19 00:00:00 EET 1994, first_name=sxLqwL, last_name=ORZmHu}
{id=51-3549, gpa=1.53, dob=Mon Mar 17 00:00:00 EET 1997, first_name=wpicsg, last_name=APeGTm}
{id=51-4881, gpa=1.52, dob=Sun Aug 13 00:00:00 EEST 2000, first_name=lgcIaO, last_name=CVzbRu}
{id=51-5542, gpa=2.83, dob=Thu Nov 15 00:00:00 EET 1990, first_name=mTbOKb, last_name=alwomu}
{id=51-7895, gpa=1.9, dob=Fri Mar 02 00:00:00 EET 1990, first_name=zrebZr, last_name=QkjMSb}
{id=52-0510, gpa=1.89, dob=Sat Nov 29 00:00:00 EET 1997, first_name=vAeefT, last_name=OfEjWB}
{id=52-0791, gpa=4.1, dob=Tue Mar 04 00:00:00 EET 1997, first_name=yoJfJP, last_name=NtxCwF}
{id=52-1092, gpa=2.26, dob=Wed Feb 13 00:00:00 EET 1991, first_name=Cptnyl, last_name=HelHXI}
{id=52-2476, gpa=3.63, dob=Mon Jan 31 00:00:00 EET 2000, first_name=YQigxr, last_name=mIBWZv}
{id=52-3564, gpa=4.15, dob=Sat Aug 03 00:00:00 EEST 1991, first_name=aertnN, last_name=bpSTsO}
{id=52-4152, gpa=4.4, dob=Tue Aug 22 00:00:00 EEST 1995, first_name=PilZNK, last_name=xtvvLh}
{id=52-5035, gpa=3.64, dob=Tue Dec 18 00:00:00 EET 1990, first_name=XwAjom, last_name=jWowkk}
{id=52-6506, gpa=3.43, dob=Tue Apr 21 00:00:00 EET 1998, first_name=PQQpTy, last_name=WEsZbU}
{id=52-8045, gpa=4.69, dob=Tue Mar 07 00:00:00 EET 1995, first_name=smwCii, last_name=UnfQaL}
{id=52-8200, gpa=4.05, dob=Sat Nov 06 00:00:00 EET 1993, first_name=WcQPSs, last_name=pXiNoO}
{id=52-8433, gpa=2.66, dob=Tue Feb 02 00:00:00 EET 1993, first_name=tEgRPO, last_name=SpUxDC}
{id=52-8951, gpa=4.8, dob=Sat Nov 11 00:00:00 EET 2000, first_name=nUKyBo, last_name=kzGYAX}
{id=53-0662, gpa=4.97, dob=Sat Jan 30 00:00:00 EET 1999, first_name=ENggNR, last_name=ZmNsqc}
{id=53-3302, gpa=1.04, dob=Sun Aug 04 00:00:00 EEST 1991, first_name=jOixDz, last_name=rGGHUt}
{id=53-4099, gpa=1.84, dob=Tue Jun 07 00:00:00 EEST 1994, first_name=owrVTK, last_name=SIzTFD}
{id=53-4719, gpa=5.0, dob=Mon Feb 07 00:00:00 EET 2000, first_name=dzARQV, last_name=XxgdtE}
{id=53-5061, gpa=2.83, dob=Tue Jan 29 00:00:00 EET 1991, first_name=qFxXKE, last_name=ndwRdt}
{id=53-5107, gpa=2.14, dob=Mon Jul 07 00:00:00 EEST 1997, first_name=yLbRPm, last_name=dIJTBG}
{id=53-7099, gpa=4.77, dob=Fri Jul 26 00:00:00 EEST 1996, first_name=oteGkK, last_name=mIDXIL}
{id=53-7985, gpa=1.18, dob=Tue Feb 18 00:00:00 EET 1997, first_name=MMIEhY, last_name=IurBYn}
{id=54-1840, gpa=1.5, dob=Tue Sep 14 00:00:00 EEST 1993, first_name=iuNmWx, last_name=LwIiNx}
{id=54-4971, gpa=4.49, dob=Thu Jan 12 00:00:00 EET 1995, first_name=QNcSNB, last_name=OTxkZT}
{id=54-5017, gpa=3.13, dob=Wed Apr 30 00:00:00 EEST 1997, first_name=wlQSgY, last_name=EesxTE}
{id=54-6017, gpa=3.12, dob=Thu Aug 12 00:00:00 EEST 1993, first_name=dJVBMC, last_name=ddpqhM}
{id=54-7538, gpa=2.62, dob=Fri May 20 00:00:00 EEST 1994, first_name=wiCdGq, last_name=TSYfez}
{id=54-7884, gpa=0.86, dob=Wed Sep 02 00:00:00 EEST 1998, first_name=NqOvYG, last_name=XYFLuk}
{id=54-8143, gpa=2.4, dob=Thu Jul 01 00:00:00 EEST 1999, first_name=zNEelT, last_name=BSqAJQ}
{id=54-9489, gpa=4.19, dob=Tue Feb 07 00:00:00 EET 1995, first_name=qbdLpy, last_name=MipmZG}
{id=54-9948, gpa=4.69, dob=Tue Sep 19 00:00:00 EEST 2000, first_name=MgkrLI, last_name=VAzZuW}
{id=55-0480, gpa=2.4, dob=Sat May 23 00:00:00 EEST 1998, first_name=cJTytL, last_name=XpoOVr}
{id=55-1252, gpa=3.66, dob=Tue Jun 25 00:00:00 EEST 1996, first_name=AHZJNL, last_name=bVivel}
{id=55-1646, gpa=4.31, dob=Mon Jan 26 00:00:00 EET 1998, first_name=nnxXbo, last_name=Soetfi}
{id=55-2235, gpa=4.62, dob=Tue Sep 26 00:00:00 EEST 1995, first_name=wjQdOn, last_name=piQJLG}
{id=55-4478, gpa=3.62, dob=Tue Jan 30 00:00:00 EET 1990, first_name=sofwCU, last_name=faRLfe}
{id=55-4541, gpa=0.73, dob=Mon Dec 11 00:00:00 EET 1995, first_name=ndLonV, last_name=BEzHFJ}
{id=55-4856, gpa=3.17, dob=Tue Jan 21 00:00:00 EET 1997, first_name=TfSPgQ, last_name=lSAwVM}
{id=55-4941, gpa=1.23, dob=Sat Sep 18 00:00:00 EEST 1993, first_name=vmhOZC, last_name=kIuwnA}
{id=55-5800, gpa=3.02, dob=Tue Oct 06 00:00:00 EET 1998, first_name=vEbSzI, last_name=YvRuLI}
{id=55-7504, gpa=0.84, dob=Thu Aug 03 00:00:00 EEST 1995, first_name=ancate, last_name=tJwnxw}
{id=55-8084, gpa=4.43, dob=Thu Dec 01 00:00:00 EET 1994, first_name=yyjzDb, last_name=XoBoZY}
{id=55-8304, gpa=1.02, dob=Thu Jun 28 00:00:00 EEST 1990, first_name=ibrkDG, last_name=GfFABD}
{id=55-8443, gpa=2.62, dob=Wed Dec 01 00:00:00 EET 1999, first_name=kLzuvK, last_name=uHzYXa}
{id=55-8480, gpa=2.93, dob=Wed May 11 00:00:00 EEST 1994, first_name=txvWQL, last_name=uqVRzf}
{id=55-8560, gpa=1.27, dob=Wed Jan 26 00:00:00 EET 2000, first_name=aqxLlv, last_name=MczjnD}
{id=55-8635, gpa=1.1, dob=Wed Jan 01 00:00:00 EET 1997, first_name=YgiMCF, last_name=mvlomy}
{id=55-9587, gpa=3.09, dob=Sun Dec 25 00:00:00 EET 1994, first_name=oBQhya, last_name=lZdeKB}
{id=56-2242, gpa=0.85, dob=Tue Sep 24 00:00:00 EEST 1991, first_name=TdWjCF, last_name=XlCQxu}
{id=56-4270, gpa=3.66, dob=Tue Mar 28 00:00:00 EET 2000, first_name=dJCDOz, last_name=ArtVPf}
{id=56-5461, gpa=0.94, dob=Mon Oct 01 00:00:00 EEST 1990, first_name=JbmFpp, last_name=AhtEXr}
{id=56-6464, gpa=2.22, dob=Sat Nov 21 00:00:00 EET 1992, first_name=LZdpbg, last_name=yaTrai}
{id=56-7162, gpa=1.32, dob=Thu Dec 07 00:00:00 EET 2000, first_name=zqWTio, last_name=FbgOzK}
{id=56-7179, gpa=4.17, dob=Sun Nov 12 00:00:00 EET 2000, first_name=rmzyNk, last_name=uZigIh}
{id=56-8758, gpa=3.95, dob=Wed Nov 06 00:00:00 EET 1991, first_name=LeDrwv, last_name=ogiqPg}
{id=56-9579, gpa=4.96, dob=Thu May 16 00:00:00 EEST 1996, first_name=hbzbfx, last_name=hZDkEY}
{id=56-9765, gpa=3.02, dob=Mon Sep 20 00:00:00 EEST 1999, first_name=jFTOIg, last_name=JNmpcu}
{id=57-0307, gpa=2.35, dob=Thu Apr 23 00:00:00 EET 1998, first_name=WqirYq, last_name=vVbBDJ}
{id=57-0965, gpa=3.5, dob=Sat Feb 03 00:00:00 EET 1990, first_name=kpuALe, last_name=wTnRcO}
{id=57-0984, gpa=3.95, dob=Sun Feb 16 00:00:00 EET 1992, first_name=KJTKpV, last_name=jyqKwz}
{id=57-1135, gpa=1.59, dob=Sat Sep 11 00:00:00 EEST 1993, first_name=LhQSpy, last_name=PmDXqL}
{id=57-1585, gpa=1.0, dob=Mon Oct 09 00:00:00 EET 2000, first_name=traqew, last_name=wjbTaC}
{id=57-1606, gpa=3.61, dob=Tue May 25 00:00:00 EEST 1993, first_name=uHBRWC, last_name=nJSCcU}
{id=57-2134, gpa=1.22, dob=Wed Jul 06 00:00:00 EEST 1994, first_name=FVgEfM, last_name=PiXyvC}
{id=57-2703, gpa=1.02, dob=Wed Dec 27 00:00:00 EET 1995, first_name=NQjnhE, last_name=aSpQBb}
{id=57-3152, gpa=2.48, dob=Thu Aug 06 00:00:00 EEST 1992, first_name=qAWXoh, last_name=OETgsz}
{id=57-3728, gpa=4.12, dob=Thu May 07 00:00:00 EEST 1998, first_name=qFZUkP, last_name=zbtwDl}
{id=57-4382, gpa=1.97, dob=Mon Jul 12 00:00:00 EEST 1993, first_name=EGfAet, last_name=gcMcOT}
{id=57-4735, gpa=1.12, dob=Sun May 02 00:00:00 EEST 1993, first_name=RrUlZs, last_name=badEIE}
{id=57-5592, gpa=3.0, dob=Sun Dec 22 00:00:00 EET 1991, first_name=dZBaKJ, last_name=FrrzCN}
{id=57-6129, gpa=0.93, dob=Wed Apr 13 00:00:00 EET 1994, first_name=ywaMvF, last_name=LTltpB}
{id=57-6286, gpa=2.57, dob=Mon Jul 18 00:00:00 EEST 1994, first_name=lcJjcF, last_name=JfshQJ}
{id=57-6800, gpa=1.74, dob=Sun Nov 15 00:00:00 EET 1992, first_name=iTQFqm, last_name=rgmOca}
{id=57-6948, gpa=1.87, dob=Sun Oct 08 00:00:00 EET 1995, first_name=YDxeDR, last_name=NKKXmb}
{id=57-8437, gpa=4.87, dob=Sun May 09 00:00:00 EEST 1999, first_name=XaWCDB, last_name=vOsAka}
{id=57-9752, gpa=4.79, dob=Fri Jul 10 00:00:00 EEST 1998, first_name=pQnPgG, last_name=zsYYbj}
{id=58-0030, gpa=4.96, dob=Sat Apr 20 00:00:00 EET 1991, first_name=mMPZbx, last_name=qEAvml}
{id=58-0950, gpa=2.1, dob=Thu Nov 09 00:00:00 EET 1995, first_name=rYivnQ, last_name=aQKlld}
{id=58-1244, gpa=4.07, dob=Wed Apr 30 00:00:00 EEST 1997, first_name=PlYplJ, last_name=psOmkS}
{id=58-2257, gpa=0.9, dob=Tue Sep 06 00:00:00 EEST 1994, first_name=XVtmpn, last_name=RuqJkm}
{id=58-3149, gpa=2.59, dob=Mon Nov 26 00:00:00 EET 1990, first_name=QXrMmg, last_name=pfEzON}
{id=58-4433, gpa=2.01, dob=Tue Jul 22 00:00:00 EEST 1997, first_name=XSElBW, last_name=XwUGqK}
{id=58-4448, gpa=1.3, dob=Sat Apr 29 00:00:00 EEST 2000, first_name=TFIjHm, last_name=vNqENo}
{id=58-5146, gpa=2.43, dob=Mon Nov 30 00:00:00 EET 1998, first_name=pbiVXf, last_name=rVFUxW}
{id=58-6083, gpa=2.2, dob=Wed Sep 21 00:00:00 EEST 1994, first_name=IRpugu, last_name=ToRepT}
{id=58-6440, gpa=0.79, dob=Sat Oct 29 00:00:00 EET 1994, first_name=Zqdvqu, last_name=KIueSE}
{id=58-6653, gpa=2.14, dob=Fri Feb 01 00:00:00 EET 1991, first_name=eMmDZA, last_name=hEBULY}
{id=58-6777, gpa=1.91, dob=Wed Jan 06 00:00:00 EET 1999, first_name=jCfvsY, last_name=rifWpk}
{id=58-7382, gpa=4.38, dob=Thu May 25 00:00:00 EEST 2000, first_name=NEFybQ, last_name=UFoMKN}
{id=58-9040, gpa=3.96, dob=Wed Mar 16 00:00:00 EET 1994, first_name=uggIBG, last_name=dQjgCt}
{id=58-9209, gpa=1.57, dob=Thu Dec 08 00:00:00 EET 1994, first_name=XsrmYH, last_name=QgzQBw}
{id=59-0773, gpa=1.2, dob=Thu Sep 06 00:00:00 EEST 1990, first_name=rriqwu, last_name=OfNkzb}
{id=59-0816, gpa=3.95, dob=Sun Dec 12 00:00:00 EET 1993, first_name=FOruzc, last_name=OZFhGq}
{id=59-1159, gpa=2.11, dob=Sat Nov 18 00:00:00 EET 1995, first_name=CYaqBH, last_name=QoBCQX}
{id=59-1317, gpa=2.08, dob=Tue Jul 27 00:00:00 EEST 1993, first_name=ABLQBd, last_name=PTMcBI}
{id=59-1410, gpa=4.42, dob=Sun Jul 14 00:00:00 EEST 1996, first_name=ODZfMC, last_name=hWIghE}
{id=59-1506, gpa=0.84, dob=Wed Mar 15 00:00:00 EET 1995, first_name=sSAbYy, last_name=wPcOXK}
{id=59-2298, gpa=4.87, dob=Sat May 08 00:00:00 EEST 1993, first_name=iqdEUm, last_name=bpnKaJ}
{id=59-2947, gpa=2.86, dob=Wed Aug 04 00:00:00 EEST 1999, first_name=oItUNL, last_name=IVYyzK}
{id=59-2981, gpa=4.89, dob=Thu May 14 00:00:00 EEST 1998, first_name=qErFBy, last_name=wuXJWg}
{id=59-3357, gpa=2.29, dob=Sat Feb 20 00:00:00 EET 1993, first_name=JyrfdR, last_name=vioJoi}
{id=59-4511, gpa=2.94, dob=Tue Feb 20 00:00:00 EET 1996, first_name=tYhthm, last_name=HJVMPu}
{id=59-4827, gpa=4.51, dob=Thu Aug 04 00:00:00 EEST 1994, first_name=hHErvl, last_name=TGtLYf}
{id=59-7259, gpa=3.04, dob=Mon Jan 09 00:00:00 EET 1995, first_name=pUTBYp, last_name=KzMaqM}
{id=59-8196, gpa=0.85, dob=Wed Jan 05 00:00:00 EET 1994, first_name=wYRCIH, last_name=ExpTgL}
{id=59-9607, gpa=0.99, dob=Sun Nov 16 00:00:00 EET 1997, first_name=sTXFMq, last_name=jkuELS}
{id=60-0346, gpa=4.48, dob=Sun Nov 11 00:00:00 EET 1990, first_name=KRTEED, last_name=SowTkk}
{id=60-0996, gpa=4.39, dob=Thu Dec 09 00:00:00 EET 1993, first_name=UIOGir, last_name=glpzLh}
{id=60-2766, gpa=3.37, dob=Tue Mar 19 00:00:00 EET 1996, first_name=xLCIkA, last_name=VtWSdr}
{id=60-2848, gpa=3.17, dob=Wed Mar 22 00:00:00 EET 1995, first_name=FVHQqx, last_name=nQEXVR}
{id=60-4911, gpa=3.88, dob=Sat Jul 29 00:00:00 EEST 1995, first_name=EkIdoZ, last_name=YWqhDE}
{id=60-5549, gpa=2.28, dob=Wed Jun 08 00:00:00 EEST 1994, first_name=uTRodr, last_name=sjNbnb}
{id=60-7386, gpa=4.84, dob=Fri Oct 07 00:00:00 EET 1994, first_name=vuBXem, last_name=XDKNny}
{id=60-7547, gpa=3.38, dob=Wed May 31 00:00:00 EEST 2000, first_name=cqDIIa, last_name=RgBUAz}
